task,idx,problem,gt,pred_norm,pred_raw,ok,sec
dyck_languages,28,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ [ < [ [ ] ] > ] ] { } { ( { ( ( ) ) ( ) { { [ [ ( { < { [ { [ ( < ( ( < < < [ ( ) ] [ ] > > > ) ) > < [ < { < ( ) > } > ] > ) ] } ] } > ( ( ) ) } ) [ ( ) ] ] ( < > ) ] } } } ) } [",],[],[],0,64.22
dyck_languages,29,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: { { } ( ( ) )",},BBH,BBH,0,55.91
dyck_languages,30,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: < [ { { < ( ) > { < { } > ( < ( ) > { < [ ( { { ( < [ ] > ) } } { ( ( [ [ { } [ ] ] ] ) ) } ) ] > } ) } }",} ] >,<Answer>,<Answer>,0,62.82
dyck_languages,31,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: ( < [ ( )",] > ),),),0,56.17
dyck_languages,32,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ < [ ( [ < > ] { < > } [ [ ] ] ) ]",> ],[<{><,[<{><,0,30.56
dyck_languages,33,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: < ( ( [ ( [ ] ) ] ) )",>,<>()[],<>()[],0,3.04
dyck_languages,34,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: < [ ]",>,[],[],0,36.52
dyck_languages,35,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ { ( { } ) } < < ( ) { { < [ { [ ( ) ] } ] > } } > >",],>,>,0,35.42
dyck_languages,36,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: ( ( { }",) ),( ),( ),0,29.57
dyck_languages,37,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ [ [ [ < { ( ) } ( ) > { ( ) } ] { ( ) }",] ] ],BBH,BBH,0,56.36
dyck_languages,38,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: { } < { } < > (",) >,BBH,BBH,0,4.66
dyck_languages,39,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: ( ( [ < < > [ < { } > ] { < [ ] > ( ( ( [ [ { < > } ] ] ) ) ) ( < < > > ) } > ]",) ),BBH,BBH,0,59.99
dyck_languages,40,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: { < { } > { (",) } },B,B,0,29.87
dyck_languages,41,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: ( [ [ { < > { } { } < < < < { } > > ( < ( ( ) ) [ ( [ ] ) ] > ) > > { } } [ < < > > ] < ( ) > ] ]",),BBH,BBH,0,62.84
dyck_languages,42,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: { < <",> > },BBH,BBH,0,32.1
dyck_languages,43,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: { { { } }",},BBH,BBH,0,7.37
dyck_languages,44,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: < { } [ [ ( ( < { < { [ ] } > } > ) )",] ] >,<>,<>,0,62.0
dyck_languages,45,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: < { ( ( )",) } >,B,B,0,1.79
dyck_languages,46,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ ( < { [ ( ) ] } >",) ],BBH,BBH,0,55.74
dyck_languages,47,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: ( ( { < { < { < > } > } > } ) ( ) ( { [ ( < ( < < { ( { < > } ) } > > ) > ) { ( { < ( { [ ] } ( ) ) > } < { < { { ( ) } } > { < [ { ( ) } ] > } } > ) } [ [ ( ) ] ] ]",} ) ),BBH,BBH,0,64.29
dyck_languages,48,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ ] < { < { [ ( ) ] } > }",>,BBH,BBH,0,5.76
dyck_languages,49,"Complete the rest of the sequence, making sure that the parentheses are closed properly. Input: [ < [ ] > ] [ { [ ] }",],[<{[],[<{[],0,2.89
